TransactionType,TransactionID,TransactionDate,CustomerID,ProductOrService,Category,Revenue,Cost,Margin,Channel,PaymentMethod,EmployeeID,Status,Notes
Sale,SO701671,2025-08-05,10269,P023; P020; P004,Sales,989.2,724.0,265.2,WhatsApp,Bizum,E12,Completed,Phone sales order
Sale,SO701672,2025-08-05,10711,P005,Sales,719.1,610.0,109.1,Marketplace,Bizum,E01,Completed,Phone sales order
Sale,SO701673,2025-08-06,10448,P019,Sales,33.15,16.5,16.65,WhatsApp,PayPal,E02,Completed,Phone sales order
Sale,SO701674,2025-08-06,10319,P003,Sales,854.05,690.0,164.05,In-Store,Card,E01,Completed,Phone sales order
Sale,SO701675,2025-08-06,10646,P010,Sales,439.2,385.0,54.2,In-Store,Card,E09,Completed,Phone sales order
Sale,SO701676,2025-08-06,10731,P009,Sales,569.05,420.0,149.05,Website,Bizum,E08,Completed,Phone sales order
Sale,SO701677,2025-08-07,10528,P005,Sales,799.0,610.0,189.0,Phone,Cash,E12,Completed,Phone sales order
Repair,RT901214,2025-08-07,10649,Apple iPhone 12 - Battery Drain,Repairs,141.35,46.95,94.4,Walk-in,Cash,E11,Completed,Battery Drain
Sale,SO701678,2025-08-08,10464,P022,Sales,22.41,1.5,20.91,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO701679,2025-08-08,10628,P024; P005,Sales,1495.1,1228.0,267.1,In-Store,Cash,E08,Completed,Phone sales order
Sale,SO701680,2025-08-08,10229,P022; P022,Sales,49.8,3.0,46.8,WhatsApp,Bank Transfer,E09,Completed,Phone sales order
Repair,RT901215,2025-08-08,10087,Samsung Galaxy A34 - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Cash,E05,Completed,Water Damage
Repair,RT901216,2025-08-08,10028,Huawei P40 - Water Damage,Repairs,82.6,25.7,56.9,Walk-in,Card,E06,Completed,Water Damage
Sale,SO701681,2025-08-09,10507,P020; P002,Sales,860.9,647.8,213.1,In-Store,Bizum,E08,Completed,Phone sales order
Sale,SO701682,2025-08-09,10037,P024,Sales,59.9,8.0,51.9,In-Store,Card,E03,Completed,Phone sales order
Sale,SO701683,2025-08-09,10334,P022; P018; P017,Sales,61.35,10.5,50.85,Marketplace,Card,E02,Completed,Phone sales order
Sale,SO701684,2025-08-09,10308,P008,Sales,502.55,390.0,112.55,WhatsApp,Cash,E02,Completed,Phone sales order
Repair,RT901217,2025-08-09,10236,Oppo A78 - Charging Problem,Repairs,78.55,24.2,54.35,Phone,Card,E04,Completed,Charging Problem
Repair,RT901218,2025-08-09,10118,Apple iPhone 14 - Battery Drain,Repairs,131.35,43.45,87.9,Walk-in,Card,E06,Waiting Parts,Battery Drain
Repair,RT901219,2025-08-09,10390,Apple iPhone 14 - Battery Drain,Repairs,151.35,50.45,100.9,Walk-in,Card,E11,Completed,Battery Drain
Sale,SO701685,2025-08-10,10676,P022,Sales,22.41,1.5,20.91,WhatsApp,Cash,E02,Completed,Phone sales order
Sale,SO701686,2025-08-10,10460,P013; P012; P022,Sales,72.39,16.1,56.29,In-Store,PayPal,E01,Completed,Phone sales order
Repair,RT901220,2025-08-10,10675,OnePlus Nord 3 - Charging Problem,Repairs,88.55,27.7,60.85,WhatsApp,Card,E04,Completed,Charging Problem
Repair,RT901221,2025-08-10,10414,Google Pixel 8a - Camera Failure,Repairs,126.75,41.95,84.8,Walk-in,Card,E04,Completed,Camera Failure
Repair,RT901222,2025-08-10,10125,Xiaomi Redmi Note 12 - Battery Drain,Repairs,100.15,32.2,67.95,Phone,Card,E06,Completed,Battery Drain
Sale,SO701687,2025-08-11,10694,P009; P003,Sales,2397.0,1800.0,597.0,In-Store,Card,E03,Completed,Phone sales order
Sale,SO701688,2025-08-11,10174,P020,Sales,22.61,5.6,17.01,In-Store,Bank Transfer,E03,Completed,Phone sales order
Repair,RT901223,2025-08-11,10186,OnePlus Nord 4 - Charging Problem,Repairs,78.55,24.2,54.35,WhatsApp,Bank Transfer,E11,Completed,Charging Problem
Sale,SO701689,2025-08-12,10222,P022; P006,Sales,282.65,191.5,91.15,WhatsApp,PayPal,E08,Completed,Phone sales order
Sale,SO701690,2025-08-12,10131,P013,Sales,24.9,8.4,16.5,Marketplace,PayPal,E12,Completed,Phone sales order
Sale,SO701691,2025-08-13,10020,P010; P013,Sales,546.45,393.4,153.05,In-Store,Card,E02,Completed,Phone sales order
Sale,SO701692,2025-08-13,10604,P024; P004,Sales,511.95,368.0,143.95,In-Store,Card,E03,Completed,Phone sales order
Repair,RT901224,2025-08-13,10457,Xiaomi Redmi Note 11 - Charging Problem,Repairs,93.55,29.45,64.1,Walk-in,Cash,E11,Completed,Charging Problem
Sale,SO701693,2025-08-14,10184,P011; P014,Sales,30.81,9.9,20.91,WhatsApp,PayPal,E01,Completed,Phone sales order
Sale,SO701694,2025-08-14,10284,P003,Sales,899.0,690.0,209.0,In-Store,PayPal,E02,Completed,Phone sales order
Sale,SO701695,2025-08-14,10340,P011,Sales,19.9,6.2,13.7,Phone,Bank Transfer,E09,Completed,Phone sales order
Sale,SO701696,2025-08-15,10755,P016; P022; P014,Sales,91.56,25.6,65.96,In-Store,Cash,E03,Completed,Phone sales order
Repair,RT901225,2025-08-15,10492,Samsung Galaxy S24 - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,Card,E06,Completed,Screen Crack
Sale,SO701697,2025-08-16,10670,P003,Sales,854.05,690.0,164.05,WhatsApp,Cash,E12,Completed,Phone sales order
Sale,SO701698,2025-08-16,10107,P021,Sales,29.9,11.0,18.9,In-Store,PayPal,E12,Completed,Phone sales order
Sale,SO701699,2025-08-16,10209,P010; P013; P009,Sales,1113.0,813.4,299.6,In-Store,Card,E03,Completed,Phone sales order
Sale,SO701700,2025-08-16,10500,P009; P010,Sales,1747.0,1225.0,522.0,In-Store,Cash,E03,Completed,Phone sales order
Repair,RT901226,2025-08-16,10444,Google Pixel 8 - Battery Drain,Repairs,100.15,32.2,67.95,Phone,Bizum,E06,Completed,Battery Drain
Repair,RT901227,2025-08-16,10726,Apple iPhone 15 - Screen Crack,Repairs,259.05,90.95,168.1,Walk-in,Bizum,E04,Completed,Screen Crack
Repair,RT901228,2025-08-16,10238,Google Pixel 8a - Water Damage,Repairs,82.6,25.7,56.9,Walk-in,Cash,E05,Completed,Water Damage
Repair,RT901229,2025-08-16,10493,Google Pixel 8a - Water Damage,Repairs,107.6,34.45,73.15,WhatsApp,Bank Transfer,E04,Completed,Water Damage
Repair,RT901230,2025-08-16,10509,Apple iPhone 15 - Battery Drain,Repairs,126.35,41.7,84.65,Walk-in,Bizum,E06,Completed,Battery Drain
Sale,SO701701,2025-08-17,10671,P004,Sales,479.0,360.0,119.0,Website,Bizum,E08,Completed,Phone sales order
Sale,SO701702,2025-08-17,10362,P005,Sales,1598.0,1220.0,378.0,In-Store,Card,E01,Completed,Phone sales order
Sale,SO701703,2025-08-17,10084,P021; P015,Sales,97.73,47.0,50.73,WhatsApp,Bank Transfer,E09,Completed,Phone sales order
Sale,SO701704,2025-08-17,10683,P010,Sales,494.1,385.0,109.1,Phone,Card,E03,Completed,Phone sales order
Repair,RT901231,2025-08-17,10645,Huawei P30 - Charging Problem,Repairs,103.55,32.95,70.6,WhatsApp,Cash,E05,Completed,Charging Problem
Repair,RT901232,2025-08-17,10320,Huawei P50 - Battery Drain,Repairs,125.15,40.95,84.2,Phone,Bizum,E11,Completed,Battery Drain
Sale,SO701705,2025-08-18,10762,P020; P023; P001,Sales,1050.82,769.6,281.22,Website,Bank Transfer,E12,Completed,Phone sales order
Sale,SO701706,2025-08-18,10176,P023; P011; P012,Sales,68.88,16.7,52.18,In-Store,Bank Transfer,E09,Completed,Phone sales order
Sale,SO701707,2025-08-19,10010,P002,Sales,806.55,645.0,161.55,WhatsApp,Card,E01,Completed,Phone sales order
Sale,SO701708,2025-08-19,10512,P002,Sales,806.55,645.0,161.55,In-Store,Bizum,E12,Completed,Phone sales order
Repair,RT901233,2025-08-19,10293,Huawei P30 - No Power,Repairs,183.2,62.45,120.75,WhatsApp,Bank Transfer,E04,Completed,No Power
Repair,RT901234,2025-08-19,10758,OnePlus Nord 2 - Battery Drain,Repairs,105.15,33.95,71.2,Walk-in,PayPal,E04,Completed,Battery Drain
Sale,SO701709,2025-08-20,10787,P004; P016,Sales,484.95,373.0,111.95,In-Store,Bizum,E09,Completed,Phone sales order
Sale,SO701710,2025-08-20,10685,P022; P018,Sales,41.01,6.5,34.51,Website,Card,E01,Completed,Phone sales order
Sale,SO701711,2025-08-20,10443,P016; P007,Sales,502.45,388.0,114.45,WhatsApp,Cash,E09,Completed,Phone sales order
Repair,RT901235,2025-08-20,10423,Google Pixel 7 - Speaker Issue,Repairs,88.55,27.7,60.85,Phone,Bizum,E06,Completed,Speaker Issue
Repair,RT901236,2025-08-20,10582,Huawei P40 - No Power,Repairs,193.2,65.95,127.25,Walk-in,Bizum,E04,Completed,No Power
Sale,SO701712,2025-08-21,10535,P001; P007,Sales,2497.0,1895.0,602.0,In-Store,Card,E03,Completed,Phone sales order
Sale,SO701713,2025-08-21,10002,P011,Sales,19.9,6.2,13.7,WhatsApp,Card,E08,Completed,Phone sales order
Sale,SO701714,2025-08-21,10523,P016,Sales,29.9,13.0,16.9,In-Store,Bizum,E03,Completed,Phone sales order
Repair,RT901237,2025-08-21,10123,Google Pixel 8a - Speaker Issue,Repairs,78.55,24.2,54.35,Walk-in,Bizum,E05,Completed,Speaker Issue
Repair,RT901238,2025-08-21,10433,Google Pixel 7 - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Bizum,E04,Completed,Water Damage
Repair,RT901239,2025-08-21,10315,Google Pixel 8 - Screen Crack,Repairs,257.45,89.95,167.5,Walk-in,Card,E11,Completed,Screen Crack
Repair,RT901240,2025-08-21,10372,Xiaomi Redmi Note 11 - Battery Drain,Repairs,110.15,35.7,74.45,Walk-in,Card,E05,Waiting Parts,Battery Drain
Sale,SO701715,2025-08-22,10576,P021,Sales,25.42,11.0,14.42,In-Store,Cash,E02,Completed,Phone sales order
Sale,SO701716,2025-08-22,10548,P010,Sales,521.55,385.0,136.55,Phone,Bizum,E12,Completed,Phone sales order
Sale,SO701717,2025-08-22,10216,P020; P011,Sales,43.74,15.2,28.54,Phone,Card,E03,Completed,Phone sales order
Sale,SO701718,2025-08-22,10052,P013,Sales,22.41,8.4,14.01,In-Store,Bank Transfer,E02,Completed,Phone sales order
Sale,SO701719,2025-08-22,10149,P014; P002,Sales,870.93,652.4,218.53,Website,Card,E08,Completed,Phone sales order
Sale,SO701720,2025-08-22,10546,P010,Sales,988.2,770.0,218.2,In-Store,Bizum,E03,Completed,Phone sales order
Sale,SO701721,2025-08-22,10097,P007,Sales,499.0,375.0,124.0,Phone,Card,E03,Completed,Phone sales order
Repair,RT901241,2025-08-22,10651,Oppo A78 - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,PayPal,E05,Completed,Battery Drain
Sale,SO701722,2025-08-23,10150,P011,Sales,37.81,12.4,25.41,In-Store,Cash,E12,Completed,Phone sales order
Sale,SO701723,2025-08-23,10503,P012,Sales,29.8,6.2,23.6,In-Store,Card,E12,Completed,Phone sales order
Sale,SO701724,2025-08-23,10491,P006; P015,Sales,285.95,208.0,77.95,In-Store,Cash,E03,Completed,Phone sales order
Sale,SO701725,2025-08-23,10040,P022,Sales,24.9,1.5,23.4,In-Store,Card,E09,Completed,Phone sales order
Sale,SO701726,2025-08-23,10601,P010,Sales,494.1,385.0,109.1,Phone,Bizum,E03,Completed,Phone sales order
Repair,RT901242,2025-08-23,10069,OnePlus Nord 2 - Charging Problem,Repairs,78.55,24.2,54.35,WhatsApp,Bizum,E06,Completed,Charging Problem
Repair,RT901243,2025-08-23,10385,Oppo A78 - Camera Failure,Repairs,131.75,43.7,88.05,WhatsApp,PayPal,E05,In Progress,Camera Failure
Repair,RT901244,2025-08-23,10211,Google Pixel 8 - Battery Drain,Repairs,110.15,35.7,74.45,Walk-in,Bizum,E05,Completed,Battery Drain
Sale,SO701727,2025-08-24,10420,P022,Sales,22.41,1.5,20.91,Phone,Bank Transfer,E12,Completed,Phone sales order
Repair,RT901245,2025-08-24,10021,OnePlus Nord 3 - Speaker Issue,Repairs,113.55,36.45,77.1,WhatsApp,Card,E06,Completed,Speaker Issue
Repair,RT901246,2025-08-24,10250,Huawei P30 - Battery Drain,Repairs,110.15,35.7,74.45,Walk-in,Cash,E04,Completed,Battery Drain
Repair,RT901247,2025-08-24,10306,Huawei P40 - Charging Problem,Repairs,103.55,32.95,70.6,Walk-in,Cash,E11,Completed,Charging Problem
Repair,RT901248,2025-08-24,10550,Apple iPhone SE - Speaker Issue,Repairs,88.55,27.7,60.85,WhatsApp,Bizum,E06,Completed,Speaker Issue
Sale,SO701728,2025-08-25,10230,P020,Sales,10.71,2.8,7.91,In-Store,Card,E02,Completed,Phone sales order
Sale,SO701729,2025-08-25,10006,P020,Sales,10.12,2.8,7.32,In-Store,Cash,E12,Completed,Phone sales order
Repair,RT901249,2025-08-25,10050,Samsung Galaxy A34 - Screen Crack,Repairs,247.45,86.45,161.0,Walk-in,Cash,E11,Waiting Parts,Screen Crack
Repair,RT901250,2025-08-26,10551,Apple iPhone 12 - Speaker Issue,Repairs,103.55,32.95,70.6,WhatsApp,Bank Transfer,E11,Completed,Speaker Issue
Repair,RT901251,2025-08-26,10552,Samsung Galaxy S22 - Charging Problem,Repairs,103.55,32.95,70.6,WhatsApp,Bizum,E04,Completed,Charging Problem
Sale,SO701730,2025-08-27,10246,P015; P011,Sales,79.7,30.4,49.3,Phone,PayPal,E09,Completed,Phone sales order
Sale,SO701731,2025-08-27,10173,P005; P002; P010,Sales,2077.15,1640.0,437.15,In-Store,Cash,E09,Completed,Phone sales order
Repair,RT901252,2025-08-27,10616,OnePlus Nord 2 - Camera Failure,Repairs,121.75,40.2,81.55,Walk-in,Card,E06,Completed,Camera Failure
Repair,RT901253,2025-08-27,10132,Oppo A78 - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Card,E04,Completed,Charging Problem
Sale,SO701732,2025-08-29,10523,P017,Sales,9.4,2.0,7.4,In-Store,Card,E12,Completed,Phone sales order
Sale,SO701733,2025-08-29,10536,P017; P016,Sales,37.8,15.0,22.8,WhatsApp,Card,E08,Completed,Phone sales order
Sale,SO701734,2025-08-30,10346,P016; P018; P020,Sales,78.77,28.6,50.17,WhatsApp,PayPal,E02,Completed,Phone sales order
Sale,SO701735,2025-08-30,10136,P010,Sales,1098.0,770.0,328.0,Website,Card,E12,Completed,Phone sales order
Repair,RT901254,2025-08-30,10591,Oppo A78 - Water Damage,Repairs,117.6,37.95,79.65,Phone,Bizum,E11,Completed,Water Damage
Repair,RT901255,2025-08-30,10562,Google Pixel 7 - Speaker Issue,Repairs,88.55,27.7,60.85,Walk-in,PayPal,E05,Waiting Parts,Speaker Issue
Sale,SO701736,2025-08-31,10036,P020,Sales,11.9,2.8,9.1,Website,Cash,E01,Completed,Phone sales order
Sale,SO701737,2025-08-31,10087,P023,Sales,15.92,1.2,14.72,In-Store,Card,E09,Completed,Phone sales order
Sale,SO701738,2025-08-31,10605,P008; P019,Sales,537.45,406.5,130.95,WhatsApp,Cash,E01,Completed,Phone sales order
Repair,RT901256,2025-08-31,10646,Samsung Galaxy S22 - Screen Crack,Repairs,267.45,93.45,174.0,WhatsApp,Bank Transfer,E06,Completed,Screen Crack
Sale,SO701739,2025-09-01,10510,P012,Sales,28.31,6.2,22.11,In-Store,Card,E02,Completed,Phone sales order
Sale,SO701740,2025-09-01,10516,P007,Sales,848.3,750.0,98.3,In-Store,Card,E12,Completed,Phone sales order
Sale,SO701741,2025-09-01,10036,P001; P022,Sales,874.05,761.5,112.55,In-Store,Card,E02,Completed,Phone sales order
Repair,RT901257,2025-09-01,10538,Xiaomi Xiaomi 13T - No Power,Repairs,158.2,53.7,104.5,Walk-in,Card,E11,Waiting Parts,No Power
Repair,RT901258,2025-09-01,10424,Xiaomi Redmi Note 13 - Battery Drain,Repairs,125.15,40.95,84.2,Walk-in,Card,E05,Completed,Battery Drain
Repair,RT901259,2025-09-01,10299,Huawei P50 - No Power,Repairs,158.2,53.7,104.5,Walk-in,PayPal,E04,Completed,No Power
Sale,SO701742,2025-09-02,10645,P006; P005,Sales,1984.3,1600.0,384.3,Marketplace,Card,E02,Completed,Phone sales order
Sale,SO701743,2025-09-02,10282,P004,Sales,455.05,360.0,95.05,In-Store,Bank Transfer,E02,Completed,Phone sales order
Sale,SO701744,2025-09-02,10329,P001; P004,Sales,2429.1,1880.0,549.1,Website,Cash,E02,Completed,Phone sales order
Repair,RT901260,2025-09-02,10449,Samsung Galaxy A34 - Screen Crack,Repairs,267.45,93.45,174.0,Walk-in,Card,E05,Completed,Screen Crack
Repair,RT901261,2025-09-02,10615,OnePlus Nord 2 - Water Damage,Repairs,107.6,34.45,73.15,Phone,Card,E04,Completed,Water Damage
Repair,RT901262,2025-09-03,10486,OnePlus Nord 2 - Camera Failure,Repairs,146.75,48.95,97.8,Walk-in,Cash,E06,Completed,Camera Failure
Sale,SO701745,2025-09-04,10701,P022; P020,Sales,36.2,4.3,31.9,Website,Card,E08,Completed,Phone sales order
Sale,SO701746,2025-09-04,10754,P019; P002,Sales,1802.7,1339.5,463.2,In-Store,Card,E03,Completed,Phone sales order
Repair,RT901263,2025-09-04,10587,Oppo Reno 10 - Water Damage,Repairs,107.6,34.45,73.15,Walk-in,Bizum,E05,Completed,Water Damage
Repair,RT901264,2025-09-04,10499,Samsung Galaxy S21 - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Card,E06,Completed,Charging Problem
Sale,SO701747,2025-09-05,10418,P019; P022,Sales,94.7,34.5,60.2,In-Store,Bank Transfer,E12,Completed,Phone sales order
Sale,SO701748,2025-09-05,10426,P010; P010,Sales,988.2,770.0,218.2,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO701749,2025-09-05,10223,P010; P003,Sales,1358.1,1075.0,283.1,Website,Card,E03,Completed,Phone sales order
Repair,RT901265,2025-09-05,10595,Oppo A78 - Camera Failure,Repairs,126.75,41.95,84.8,Walk-in,Cash,E06,Completed,Camera Failure
Repair,RT901266,2025-09-05,10641,Oppo Reno 10 - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,Card,E11,Completed,Screen Crack
Sale,SO701750,2025-09-06,10583,P017; P022,Sales,33.31,3.5,29.81,WhatsApp,Cash,E12,Completed,Phone sales order
Sale,SO701751,2025-09-06,10678,P024,Sales,53.91,8.0,45.91,Website,Bank Transfer,E01,Completed,Phone sales order
Sale,SO701752,2025-09-06,10096,P011; P022,Sales,62.21,13.9,48.31,In-Store,PayPal,E03,Completed,Phone sales order
Sale,SO701753,2025-09-06,10334,P019; P019,Sales,101.21,49.5,51.71,In-Store,Card,E12,Completed,Phone sales order
Sale,SO701754,2025-09-06,10558,P009,Sales,599.0,420.0,179.0,Marketplace,Cash,E03,Completed,Phone sales order
Repair,RT901267,2025-09-06,10684,Xiaomi Poco X5 - Charging Problem,Repairs,103.55,32.95,70.6,WhatsApp,Card,E11,Completed,Charging Problem
Repair,RT901268,2025-09-06,10380,Xiaomi Redmi Note 13 - Charging Problem,Repairs,113.55,36.45,77.1,Walk-in,Card,E11,Completed,Charging Problem
Sale,SO701755,2025-09-07,10221,P014; P023; P021,Sales,60.55,15.9,44.65,Website,Cash,E12,Completed,Phone sales order
Sale,SO701756,2025-09-07,10292,P011,Sales,19.9,6.2,13.7,In-Store,Bank Transfer,E02,Completed,Phone sales order
Sale,SO701757,2025-09-07,10650,P001; P023,Sales,2017.9,1521.2,496.7,In-Store,Card,E09,Completed,Phone sales order
Sale,SO701758,2025-09-07,10007,P022; P006; P003,Sales,1090.51,881.5,209.01,In-Store,Card,E08,Completed,Phone sales order
Sale,SO701759,2025-09-07,10683,P013,Sales,22.41,8.4,14.01,Website,Cash,E08,Completed,Phone sales order
Repair,RT901269,2025-09-07,10090,Apple iPhone 12 - Screen Crack,Repairs,269.05,94.45,174.6,WhatsApp,Card,E04,Completed,Screen Crack
Repair,RT901270,2025-09-07,10290,Samsung Galaxy S22 - Camera Failure,Repairs,146.75,48.95,97.8,Walk-in,Card,E04,Completed,Camera Failure
Repair,RT901271,2025-09-07,10438,Google Pixel 7 - No Power,Repairs,173.2,58.95,114.25,Phone,PayPal,E11,Completed,No Power
Repair,RT901272,2025-09-07,10122,Xiaomi Redmi Note 11 - Camera Failure,Repairs,131.75,43.7,88.05,WhatsApp,Card,E11,Completed,Camera Failure
Sale,SO701760,2025-09-08,10752,P009; P005; P006,Sales,2827.5,2210.0,617.5,WhatsApp,Card,E08,Completed,Phone sales order
Sale,SO701761,2025-09-08,10443,P005,Sales,2397.0,1830.0,567.0,In-Store,Cash,E01,Completed,Phone sales order
Sale,SO701762,2025-09-08,10449,P017,Sales,23.76,6.0,17.76,WhatsApp,Bizum,E09,Completed,Phone sales order
Sale,SO701763,2025-09-08,10035,P014; P012,Sales,55.02,13.0,42.02,Website,Cash,E02,Completed,Phone sales order
Repair,RT901273,2025-09-08,10412,Samsung Galaxy S23 - Camera Failure,Repairs,156.75,52.45,104.3,Walk-in,Cash,E06,Waiting Parts,Camera Failure
Repair,RT901274,2025-09-08,10141,Samsung Galaxy A55 - Charging Problem,Repairs,103.55,32.95,70.6,WhatsApp,Card,E05,Completed,Charging Problem
Sale,SO701764,2025-09-09,10116,P017,Sales,16.83,4.0,12.83,In-Store,Cash,E02,Completed,Phone sales order
Sale,SO701765,2025-09-09,10769,P015,Sales,119.7,54.0,65.7,In-Store,Bank Transfer,E08,Completed,Phone sales order
Sale,SO701766,2025-09-09,10584,P004,Sales,958.0,720.0,238.0,WhatsApp,Card,E12,Completed,Phone sales order
Sale,SO701767,2025-09-09,10767,P017; P022,Sales,34.3,3.5,30.8,Phone,Cash,E01,Completed,Phone sales order
Repair,RT901275,2025-09-09,10252,Apple iPhone 11 - Back Glass Damage,Repairs,83.95,26.2,57.75,Walk-in,Card,E04,Waiting Parts,Back Glass Damage
Repair,RT901276,2025-09-09,10686,Xiaomi Redmi Note 13 - Charging Problem,Repairs,93.55,29.45,64.1,Walk-in,Card,E06,Completed,Charging Problem
Repair,RT901277,2025-09-09,10538,Huawei P40 - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Card,E06,Completed,Water Damage
Sale,SO701768,2025-09-10,10677,P010,Sales,549.0,385.0,164.0,In-Store,PayPal,E09,Completed,Phone sales order
Sale,SO701769,2025-09-10,10030,P013; P018; P005,Sales,861.53,631.8,229.73,In-Store,PayPal,E12,Completed,Phone sales order
Sale,SO701770,2025-09-10,10279,P007; P009,Sales,1098.0,795.0,303.0,Website,Cash,E02,Completed,Phone sales order
Sale,SO701771,2025-09-10,10032,P001; P017,Sales,908.5,762.0,146.5,In-Store,Cash,E01,Completed,Phone sales order
Repair,RT901278,2025-09-10,10433,Oppo A78 - Screen Crack,Repairs,267.45,93.45,174.0,Walk-in,Card,E04,Completed,Screen Crack
Repair,RT901279,2025-09-10,10690,Samsung Galaxy S21 - Charging Problem,Repairs,93.55,29.45,64.1,Walk-in,Cash,E06,Completed,Charging Problem
Repair,RT901280,2025-09-10,10384,Samsung Galaxy S21 - Speaker Issue,Repairs,83.55,25.95,57.6,Walk-in,PayPal,E06,Completed,Speaker Issue
Repair,RT901281,2025-09-10,10582,Google Pixel 8a - Battery Drain,Repairs,135.15,44.45,90.7,Walk-in,Card,E05,Completed,Battery Drain
Sale,SO701772,2025-09-11,10208,P011,Sales,17.91,6.2,11.71,In-Store,Bizum,E03,Completed,Phone sales order
Sale,SO701773,2025-09-11,10133,P002,Sales,2419.65,1935.0,484.65,In-Store,Bank Transfer,E08,Completed,Phone sales order
Sale,SO701774,2025-09-11,10306,P022; P014,Sales,49.45,8.9,40.55,WhatsApp,Card,E03,Completed,Phone sales order
Repair,RT901282,2025-09-11,10397,Oppo A78 - Screen Crack,Repairs,237.45,82.95,154.5,Walk-in,Bizum,E04,Completed,Screen Crack
Repair,RT901283,2025-09-11,10686,Xiaomi Redmi Note 12 - No Power,Repairs,183.2,62.45,120.75,Walk-in,Card,E06,Completed,No Power
Sale,SO701775,2025-09-12,10367,P005,Sales,759.05,610.0,149.05,Phone,Bizum,E12,Completed,Phone sales order
